"asset_id","parent_asset_id","asset_name","asset_class","asset_type","workstream","solution_block","product_family","product_models","production_stage","buyer_personas","buyer_problem","funnel_stage","channel","content_format","objective","key_message_or_function","primary_cta","route_or_destination","cadence","quantity","scope_treatment","mvp_required","priority","content_status","design_status","build_status","technical_validation_status","approval_status","owner","dependencies","source_refs","tags","notes"
"FA-0178","FA-0168","LinkedIn connection request template","operational-asset","content-template","linkedin-outreach","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","linkedin-outreach","content-template","Open a relevant, scoped connection conversation.","Open a relevant, scoped connection conversation.","not-applicable","relevant-product-family","as-needed","1-template","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0168","activation/linkedin-outreach/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-operational-asset;channel-linkedin-outreach;format-content-template;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-as-needed;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-required;workstream-linkedin-outreach","No additional note."
"FA-0179","FA-0168","LinkedIn follow-up 1 template","operational-asset","content-template","linkedin-outreach","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","linkedin-outreach","content-template","Continue the signed LinkedIn sequence with relevant technical context.","Continue the signed LinkedIn sequence with relevant technical context.","not-applicable","relevant-product-family","as-needed","1-template","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0168","activation/linkedin-outreach/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-operational-asset;channel-linkedin-outreach;format-content-template;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-as-needed;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-required;workstream-linkedin-outreach","No additional note."
"FA-0180","FA-0168","LinkedIn follow-up 2 template","operational-asset","content-template","linkedin-outreach","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","linkedin-outreach","content-template","Close the signed LinkedIn sequence without unsupported claims.","Close the signed LinkedIn sequence without unsupported claims.","not-applicable","relevant-product-family","as-needed","1-template","signed-primary","yes","high","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0168","activation/linkedin-outreach/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-operational-asset;channel-linkedin-outreach;format-content-template;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-as-needed;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-required;workstream-linkedin-outreach","No additional note."
"FA-0181","FA-0168","Assisted LinkedIn inbox management and reply triage workflow","workflow","triage-workflow","linkedin-outreach","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","linkedin-outreach","triage-workflow","Classify replies and hand qualified conversations to the right owner.","Classify replies and hand qualified conversations to the right owner.","not-applicable","lead-handoff-data-schema","continuous","1-workflow","signed-primary","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0168","activation/linkedin-outreach/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-workflow;channel-linkedin-outreach;format-triage-workflow;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-continuous;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-linkedin-outreach","No additional note."
"FA-0182","FA-0168","LinkedIn monthly optimization and reporting asset","report","report-template","linkedin-outreach","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","linkedin-outreach","report-template","Record pacing, replies, dialogue starts, and next-month adjustments.","Record pacing, replies, dialogue starts, and next-month adjustments.","not-applicable","monthly-reporting-pack","monthly","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","FA-0168","activation/linkedin-outreach/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-report;channel-linkedin-outreach;format-report-template;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-monthly;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-linkedin-outreach","No additional note."
"FA-0183","FA-0168","Cold email outreach program","activation-series","email-sequence","cold-email","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","cold-email","email-sequence","Operate the signed cold-email support layer up to the monthly cap.","Operate the signed cold-email support layer up to the monthly cap.","submit-technical-requirement","relevant-product-family","monthly","up-to-20000-sends","signed-primary","yes","critical","specified","not-started","not-started","pending-puretronics-validation","not-started","unassigned","FA-0168","activation/cold-email/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-activation-series;channel-cold-email;commitment-cold-email-sends-monthly;format-email-sequence;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-monthly;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-required;workstream-cold-email","No additional note."
"FA-0184","FA-0168","Core cold-email sequence template family","activation-series","email-sequence","cold-email","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","cold-email","email-sequence","Provide the approved core sequence structure; exact step count remains to be defined.","Provide the approved core sequence structure; exact step count remains to be defined.","submit-technical-requirement","relevant-product-family","as-needed","1-template-family","signed-primary","yes","high","specified","decision-required","decision-required","pending-puretronics-validation","decision-required","unassigned","FA-0168","activation/cold-email/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-activation-series;channel-cold-email;format-email-sequence;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-decision-required;recurrence-as-needed;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-required;workstream-cold-email","The repository specifies core sequence setup but not the number of cold-email touches. Define before build; do not invent steps."
"FA-0185","FA-0168","Cold-email basic reply triage workflow","workflow","triage-workflow","cold-email","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","cold-email","triage-workflow","Separate positive, technical, service, unsubscribe, bounce, and out-of-scope replies.","Separate positive, technical, service, unsubscribe, bounce, and out-of-scope replies.","not-applicable","lead-handoff-data-schema","continuous","1-workflow","signed-primary","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0168","activation/cold-email/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-workflow;channel-cold-email;format-triage-workflow;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-continuous;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-cold-email","No additional note."
"FA-0186","FA-0168","Cold-email pacing, deliverability, and account-health checklist","operational-asset","qa-checklist","cold-email","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","cold-email","qa-checklist","Protect deliverability and platform/account health.","Protect deliverability and platform/account health.","not-applicable","relevant-product-family","continuous","1-checklist","funnel-operational","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0168","activation/cold-email/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-operational-asset;channel-cold-email;format-qa-checklist;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-continuous;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-cold-email","No additional note."
"FA-0187","FA-0168","Cold-email CSV/manual lead handoff asset","operational-asset","handoff-schema","cold-email","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","cold-email","handoff-schema","Transfer qualified replies with classification, owner, next action, and source.","Transfer qualified replies with classification, owner, next action, and source.","not-applicable","lead-handoff-data-schema","as-needed","1-template","signed-primary","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0168","activation/cold-email/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-operational-asset;channel-cold-email;format-handoff-schema;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-as-needed;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-cold-email","No additional note."
"FA-0188","FA-0168","Cold-email monthly optimization and reporting asset","report","report-template","cold-email","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","outreach-relevance","awareness;consideration;technical-evaluation;internal-operations","cold-email","report-template","Record sends, deliverability observations, replies, dialogue starts, and adjustments.","Record sends, deliverability observations, replies, dialogue starts, and adjustments.","not-applicable","monthly-reporting-pack","monthly","1","signed-primary","yes","high","specified","not-started","not-started","not-required","not-started","unassigned","FA-0168","activation/cold-email/README.md;activation/monthly-operating-system/README.md# Monthly Scope","asset-class-report;channel-cold-email;format-report-template;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-outreach-relevance;product-family-cross-family;readiness-specified;recurrence-monthly;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-cold-email","No additional note."
"FA-0189","FA-0168","Monthly activation closeout and next-month recommendation checklist","operational-asset","qa-checklist","operations","cross-family","cross-family","not-applicable","data-reporting-layer","plant-head;production-manager;qa-qc-head;maintenance-head;automation-engineer;purchase-procurement;rd-technical-team;internal-operations","delivery-accountability","awareness;consideration;technical-evaluation;internal-operations","internal-operations","qa-checklist","Close delivery counts, learning, routing issues, risks, approvals, and recommendations.","Close delivery counts, learning, routing issues, risks, approvals, and recommendations.","not-applicable","monthly-reporting-pack","monthly","1","signed-primary","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0168","activation/monthly-operating-system/README.md# Monthly Closeout","asset-class-operational-asset;channel-internal-operations;format-qa-checklist;funnel-awareness;funnel-consideration;funnel-internal-operations;funnel-technical-evaluation;persona-automation-engineer;persona-internal-operations;persona-maintenance-head;persona-plant-head;persona-production-manager;persona-purchase-procurement;persona-qa-qc-head;persona-rd-technical-team;problem-delivery-accountability;product-family-cross-family;readiness-specified;recurrence-monthly;scope-signed-primary;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-operations","No additional note."
"FA-0190","","Scope change-request register","governance-asset","governance-record","governance","cross-family","cross-family","not-applicable","not-applicable","internal-operations;sales-engineer","scope-clarity","internal-operations","internal-operations","governance-record","Track written approvals for any scope, fee, timeline, product, page, campaign, integration, or deliverable expansion.","Track written approvals for any scope, fee, timeline, product, page, campaign, integration, or deliverable expansion.","not-applicable","implementation-and-operations","continuous","1","governance","yes","critical","specified","not-applicable","not-started","not-required","approved","unassigned","not-applicable","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 8. Scope Control and Change Requests;docs/00-governance/exclusions-and-change-control.md","asset-class-governance-asset;channel-internal-operations;format-governance-record;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-scope-clarity;product-family-cross-family;readiness-specified;recurrence-continuous;scope-governance;solution-cross-family;stage-not-applicable;validation-technical-not-required;workstream-governance","No additional note."
"FA-0191","","Support-item treatment guardrail","governance-asset","governance-record","governance","cross-family","cross-family","not-applicable","not-applicable","internal-operations;sales-engineer","scope-clarity","internal-operations","internal-operations","governance-record","Prevent support items from becoming standalone deliverables.","Prevent support items from becoming standalone deliverables.","not-applicable","implementation-and-operations","continuous","1","governance","yes","critical","specified","not-applicable","not-started","not-required","approved","unassigned","not-applicable","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 8. Scope Control and Change Requests;docs/00-governance/exclusions-and-change-control.md","asset-class-governance-asset;channel-internal-operations;format-governance-record;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-scope-clarity;product-family-cross-family;readiness-specified;recurrence-continuous;scope-governance;solution-cross-family;stage-not-applicable;validation-technical-not-required;workstream-governance","No additional note."
"FA-0192","","Puretronics technical validation register","operational-asset","governance-record","operations","cross-family","cross-family","not-applicable","not-applicable","internal-operations;sales-engineer","delivery-accountability","internal-operations","internal-operations","governance-record","Track product, performance, standards, compliance, diagram, and integration validation before publication.","Track product, performance, standards, compliance, diagram, and integration validation before publication.","not-applicable","implementation-and-operations","continuous","1","funnel-operational","yes","critical","specified","not-applicable","not-started","pending-puretronics-validation","not-started","unassigned","not-applicable","funnel-build/technical-library/proof-stack.md# Governance;data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 6. Client Responsibilities","asset-class-operational-asset;channel-internal-operations;format-governance-record;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-delivery-accountability;product-family-cross-family;readiness-specified;recurrence-continuous;scope-funnel-operational;solution-cross-family;stage-not-applicable;validation-technical-required;workstream-operations","No additional note."
"FA-0193","","Seven-business-day content and deliverable approval workflow","workflow","governance-record","operations","cross-family","cross-family","not-applicable","not-applicable","internal-operations;sales-engineer","delivery-accountability","internal-operations","internal-operations","governance-record","Submit drafts, collect consolidated feedback, record approval, and manage delay impacts.","Submit drafts, collect consolidated feedback, record approval, and manage delay impacts.","not-applicable","implementation-and-operations","as-needed","1","funnel-operational","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","not-applicable","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 7. Review and Approval","asset-class-workflow;channel-internal-operations;format-governance-record;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-delivery-accountability;product-family-cross-family;readiness-specified;recurrence-as-needed;scope-funnel-operational;solution-cross-family;stage-not-applicable;validation-technical-not-required;workstream-operations","No additional note."
"FA-0194","","Client inputs, access, brand, and technical-material checklist","operational-asset","checklist","operations","cross-family","cross-family","not-applicable","not-applicable","internal-operations;sales-engineer","delivery-accountability","internal-operations","internal-operations","checklist","Track required client information, brand assets, access, and stakeholder availability.","Track required client information, brand assets, access, and stakeholder availability.","not-applicable","implementation-and-operations","as-needed","1","funnel-operational","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","not-applicable","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 6. Client Responsibilities","asset-class-operational-asset;channel-internal-operations;format-checklist;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-delivery-accountability;product-family-cross-family;readiness-specified;recurrence-as-needed;scope-funnel-operational;solution-cross-family;stage-not-applicable;validation-technical-not-required;workstream-operations","No additional note."
"FA-0195","","Funnel integration and destination decision register","integration-asset","integration-spec","integrations","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","integration-requirement","internal-operations","internal-operations","integration-spec","Record the approved hosting, form endpoint, CRM or handoff destination, analytics, email, and access choices.","Record the approved hosting, form endpoint, CRM or handoff destination, analytics, email, and access choices.","not-applicable","implementation-and-operations","one-time","1","approval-required","decision-required","critical","specified","not-applicable","decision-required","not-required","decision-required","unassigned","FA-0149","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 9. Third-Party Tools and Platforms;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Handoff Fields","asset-class-integration-asset;channel-internal-operations;format-integration-spec;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-integration-requirement;product-family-cross-family;readiness-decision-required;recurrence-one-time;scope-approval-required;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-integrations","No additional note."
"FA-0196","","Form submission payload and webhook specification","integration-asset","integration-spec","integrations","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","integration-requirement","internal-operations","internal-operations","integration-spec","Define validated submission fields, identifiers, timestamps, source, classification, and retry/error behavior.","Define validated submission fields, identifiers, timestamps, source, classification, and retry/error behavior.","not-applicable","implementation-and-operations","one-time","1","funnel-operational","yes","critical","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0149","funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Handoff Fields","asset-class-integration-asset;channel-internal-operations;format-integration-spec;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-integration-requirement;product-family-cross-family;readiness-specified;recurrence-one-time;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-integrations","No additional note."
"FA-0197","","CRM or lead-destination field mapping","integration-asset","integration-spec","integrations","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","integration-requirement","internal-operations","internal-operations","integration-spec","Map the handoff schema into the approved CRM or manual destination without assuming a platform.","Map the handoff schema into the approved CRM or manual destination without assuming a platform.","not-applicable","implementation-and-operations","one-time","1","approval-required","decision-required","critical","specified","not-applicable","decision-required","not-required","decision-required","unassigned","FA-0149","funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Handoff Fields;funnel-build/dashboard-and-reporting/dashboard-reporting-model.md# Dashboard Views","asset-class-integration-asset;channel-internal-operations;format-integration-spec;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-integration-requirement;product-family-cross-family;readiness-decision-required;recurrence-one-time;scope-approval-required;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-integrations","No additional note."
"FA-0198","","Funnel analytics event and conversion specification","integration-asset","integration-spec","integrations","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","integration-requirement","internal-operations","internal-operations","integration-spec","Define view, navigation, proof, CTA, form, submit, and routing events for reporting.","Define view, navigation, proof, CTA, form, submit, and routing events for reporting.","not-applicable","implementation-and-operations","one-time","1","funnel-operational","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0149","funnel-build/dashboard-and-reporting/dashboard-reporting-model.md# Acceptance Criteria;funnel-build/page-specs/wire-cable-industry-landing-page.md# CTA Model","asset-class-integration-asset;channel-internal-operations;format-integration-spec;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-integration-requirement;product-family-cross-family;readiness-specified;recurrence-one-time;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-integrations","No additional note."
"FA-0199","","Campaign source and attribution parameter model","integration-asset","data-model","integrations","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","integration-requirement","internal-operations","internal-operations","data-model","Preserve LinkedIn, cold-email, direct, referral, and technical-content source context through form and reporting.","Preserve LinkedIn, cold-email, direct, referral, and technical-content source context through form and reporting.","not-applicable","implementation-and-operations","continuous","1","funnel-operational","yes","high","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0149","data/notion-export/raw-page-fetches/internal-copy-annexure-a-funnel-architecture.json# 15. Activation Interface;funnel-build/dashboard-and-reporting/dashboard-reporting-model.md# Dashboard Views","asset-class-integration-asset;channel-internal-operations;format-data-model;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-integration-requirement;product-family-cross-family;readiness-specified;recurrence-continuous;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-integrations","No additional note."
"FA-0200","","Consent, privacy notice, and campaign-data handling note","governance-asset","governance-record","governance","cross-family","cross-family","not-applicable","not-applicable","internal-operations;sales-engineer","scope-clarity","internal-operations","internal-operations","governance-record","Document the approved operating notice and data-handling responsibilities without providing legal advisory.","Document the approved operating notice and data-handling responsibilities without providing legal advisory.","not-applicable","implementation-and-operations","one-time","1","approval-required","decision-required","critical","specified","not-applicable","decision-required","not-required","decision-required","unassigned","not-applicable","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 12. Confidentiality and Data Handling;funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Required Core Fields","asset-class-governance-asset;channel-internal-operations;format-governance-record;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-scope-clarity;product-family-cross-family;readiness-decision-required;recurrence-one-time;scope-approval-required;solution-cross-family;stage-not-applicable;validation-technical-not-required;workstream-governance","No additional note."
"FA-0201","","Buyer-facing content and source-traceability QA checklist","qa-asset","qa-checklist","qa-and-deployment","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","production-readiness","internal-operations","internal-operations","qa-checklist","Verify claims, sources, CTAs, scope language, and proof references.","Verify claims, sources, CTAs, scope language, and proof references.","not-applicable","implementation-and-operations","per-release","1","funnel-operational","yes","critical","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0063;FA-0120;FA-0152","funnel-build/qa-checklists/final-alignment-audit.md;funnel-build/technical-library/proof-stack.md# Acceptance Criteria","asset-class-qa-asset;channel-internal-operations;format-qa-checklist;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-production-readiness;product-family-cross-family;readiness-specified;recurrence-per-release;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-qa-and-deployment","No additional note."
"FA-0202","","Signed product and Product Master coverage QA matrix","qa-asset","qa-checklist","qa-and-deployment","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","production-readiness","internal-operations","internal-operations","qa-checklist","Verify all 38 Product Master rows map to a funnel or proof context and all 32 signed primary variants are covered.","Verify all 38 Product Master rows map to a funnel or proof context and all 32 signed primary variants are covered.","not-applicable","implementation-and-operations","per-release","1","funnel-operational","yes","critical","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0063;FA-0120;FA-0152","data/product-master/rows.json;data/product-master/signed-scope-checklist.json","asset-class-qa-asset;channel-internal-operations;format-qa-checklist;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-production-readiness;product-family-cross-family;readiness-specified;recurrence-per-release;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-qa-and-deployment","No additional note."
"FA-0203","","Support-item and excluded-deliverable QA matrix","qa-asset","qa-checklist","qa-and-deployment","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","production-readiness","internal-operations","internal-operations","qa-checklist","Verify six support items remain contextual and excluded deliverables are absent.","Verify six support items remain contextual and excluded deliverables are absent.","not-applicable","implementation-and-operations","per-release","1","governance","yes","critical","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0063;FA-0120;FA-0152","data/notion-export/raw-page-fetches/services-agreement-final-signature-copy.json# 8. Scope Control and Change Requests;docs/00-governance/exclusions-and-change-control.md","asset-class-qa-asset;channel-internal-operations;format-qa-checklist;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-production-readiness;product-family-cross-family;readiness-specified;recurrence-per-release;scope-governance;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-qa-and-deployment","No additional note."
"FA-0204","","Adaptive form entry-path and branch test matrix","qa-asset","qa-checklist","qa-and-deployment","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","production-readiness","internal-operations","internal-operations","qa-checklist","Test four entry paths, major branches, required-field behavior, progressive disclosure, and errors.","Test four entry paths, major branches, required-field behavior, progressive disclosure, and errors.","not-applicable","implementation-and-operations","per-release","1","funnel-operational","yes","critical","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0063;FA-0120;FA-0152","funnel-build/forms-and-routing/adaptive-requirement-form-routing.md","asset-class-qa-asset;channel-internal-operations;format-qa-checklist;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-production-readiness;product-family-cross-family;readiness-specified;recurrence-per-release;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-qa-and-deployment","No additional note."
"FA-0205","","Lead classification, routing, and handoff test matrix","qa-asset","qa-checklist","qa-and-deployment","cross-family","cross-family","not-applicable","data-reporting-layer","internal-operations;sales-engineer","production-readiness","internal-operations","internal-operations","qa-checklist","Test every classification, solution route, service bypass, scope gate, owner, and handoff field.","Test every classification, solution route, service bypass, scope gate, owner, and handoff field.","not-applicable","implementation-and-operations","per-release","1","funnel-operational","yes","critical","specified","not-applicable","not-started","not-required","not-started","unassigned","FA-0063;FA-0120;FA-0152","funnel-build/forms-and-routing/adaptive-requirement-form-routing.md# Acceptance Criteria","asset-class-qa-asset;channel-internal-operations;format-qa-checklist;funnel-internal-operations;persona-internal-operations;persona-sales-engineer;problem-production-readiness;product-family-cross-family;readiness-specified;recurrence-per-release;scope-funnel-operational;solution-cross-family;stage-data-reporting-layer;validation-technical-not-required;workstream-qa-and-deployment","No additional note."
